name,x,y,shape,size,size2,label.cex,label,color,tooltip,nodeX,nodeY,genesList
N-hsa04210-71_func,1628.13564255637,67,rectangle,15,5,0.62,Apoptosis
Growth arrest,cyan,Apoptosis<br>Growth arrest,1628.13564255637,67,
N-hsa04210-73_func,1680.13287077763,67,rectangle,15,5,0.62,Apoptosis,cyan,Apoptosis,1680.13287077763,67,
N-hsa04210-3_func,1733.13287077763,67,rectangle,15,5,0.62,Apoptosis,cyan,Apoptosis,1733.13287077763,67,
N-hsa04210-72_func,1628.13287077763,42,rectangle,15,5,0.62,Apoptosis,cyan,Apoptosis,1628.13287077763,42,
N-hsa04210-83_func,1628.13564255637,172,rectangle,15,5,0.62,Apoptosis,cyan,Apoptosis,1628.13564255637,172,
N-hsa04210-84_func,1680.13287077763,172,rectangle,15,5,0.62,Apoptosis,cyan,Apoptosis,1680.13287077763,172,
N-hsa04210-85_func,1733.13287077763,172,rectangle,15,5,0.62,Apoptosis,cyan,Apoptosis,1733.13287077763,172,
N-hsa04210-86_func,1628.13287077763,147,rectangle,15,5,0.62,Apoptosis,cyan,Apoptosis,1628.13287077763,147,
N-hsa04210-114_func,1680.13287077763,147,rectangle,15,5,0.62,Apoptosis,cyan,Apoptosis,1680.13287077763,147,
N-hsa04210-107_func,1361.13287077763,805,rectangle,15,5,0.62,Apoptosis,cyan,Apoptosis,1361.13287077763,805,
N-hsa04210-119_func,1628.13287077763,0,rectangle,15,5,0.62,Apoptosis,cyan,Apoptosis,1628.13287077763,0,
