name,x,y,shape,size,size2,label.cex,label,color,tooltip,nodeX,nodeY,genesList
N-hsa04010-130 132 133,978,604,rectangle,15,5,0.62,SRF ELK4 ELK1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:6722>6722</a> (SRF)<br><br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2005>2005</a> (ELK4)<br><br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2002>2002</a> (ELK1),978,604,6722;/;2005;/;2002
N-hsa04010-19 21,737,629,rectangle,15,5,0.62,LAMTOR3 MAP2K1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:8649>8649</a> (LAMTOR3)<br><br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5604>5604</a> (MAP2K1),737,629,8649;/;5604
N-hsa04010-19 20,704.3867536507,546.410326392178,rectangle,15,5,0.62,LAMTOR3 MAP2K2,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:8649>8649</a> (LAMTOR3)<br><br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5605>5605</a> (MAP2K2),704.3867536507,546.410326392178,8649;/;5605
N-hsa04010-34 36,346,604,rectangle,15,5,0.62,SOS1 GRB2,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:6654>6654</a> (SOS1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:6655>6655</a> (SOS2)<br><br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2885>2885</a> (),346,604,6654;6655;/;2885
N-hsa04010-89 92,427,160,rectangle,15,5,0.62,TAB2 TRAF6,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:23118>23118</a> (TAB2)<br><br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:7189>7189</a> (TRAF6),427,160,23118;/;7189
N-hsa04010-108 127,724,384,rectangle,15,5,0.62,MAPK8IP2 MAP4K1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:23542>23542</a> (MAPK8IP2)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:9479>9479</a> (MAPK8IP1)<br><br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:11184>11184</a> (MAP4K1),724,384,23542;9479;/;11184
N-hsa04010-109 123,580,395,rectangle,15,5,0.62,MAP3K11 MAPK8IP3,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4296>4296</a> (MAP3K11)<br><br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:23162>23162</a> (MAPK8IP3),580,395,4296;/;23162
N-hsa04010-112 113,676,428,rectangle,15,5,0.62,MAP2K4 CRK,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:6416>6416</a> (MAP2K4)<br><br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:1398>1398</a> (CRK)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:1399>1399</a> (CRKL),676,428,6416;/;1398;1399
N-hsa04010-112 124,653.016016427222,375.331406956261,rectangle,15,5,0.62,MAP2K4 FLNA,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:6416>6416</a> (MAP2K4)<br><br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2316>2316</a> ()<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2317>2317</a> (FLNB)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2318>2318</a> (FLNC),653.016016427222,375.331406956261,6416;/;2316;2317;2318
N-hsa04010-112 114,629.431144624915,379.92906548626,rectangle,15,5,0.62,MAP2K4 ARRB1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:6416>6416</a> (MAP2K4)<br><br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:408>408</a> (ARRB1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:409>409</a> (ARRB2),629.431144624915,379.92906548626,6416;/;408;409
N-hsa04010-123 125,737,485,rectangle,15,5,0.62,MAPK8IP3 MAP3K1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:23162>23162</a> (MAPK8IP3)<br><br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4214>4214</a> (MAP3K1),737,485,23162;/;4214
N-hsa04010-36 37,283,604,rectangle,15,5,0.62,GRB2 PDGFRA,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2885>2885</a> ()<br><br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5156>5156</a> (PDGFRA)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5159>5159</a> (PDGFRB),283,604,2885;/;5156;5159
N-hsa04010-36 38,241.656485491767,567.981398973217,rectangle,15,5,0.62,GRB2 FGFR1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2885>2885</a> ()<br><br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2260>2260</a> (FGFR1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2261>2261</a> (FGFR3)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2263>2263</a> (FGFR2)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2264>2264</a> (FGFR4),241.656485491767,567.981398973217,2885;/;2260;2261;2263;2264
N-hsa04010-36 39,207.189833957538,587.557287091833,rectangle,15,5,0.62,GRB2 EGFR,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2885>2885</a> ()<br><br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:1956>1956</a> (EGFR),207.189833957538,587.557287091833,2885;/;1956
N-hsa04010-36 40,211.84924305158,620.99008387992,rectangle,15,5,0.62,GRB2 NTRK1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2885>2885</a> ()<br><br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4914>4914</a> (NTRK1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4915>4915</a> (NTRK2),211.84924305158,620.99008387992,2885;/;4914;4915
N-hsa04010-15,914,784,rectangle,15,5,0.62,NFKB1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4790>4790</a> (NFKB1)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4791>4791</a> (NFKB2)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5970>5970</a> (RELA)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5971>5971</a> (RELB),914,784,4790;4791;5970;5971
N-hsa04010-13,850,720,rectangle,15,5,0.62,STMN1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:3925>3925</a> (STMN1),850,720,3925
N-hsa04010-12,850,696,rectangle,15,5,0.62,PLA2G4B,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:100137049>100137049</a> (PLA2G4B)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:123745>123745</a> (PLA2G4E)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:255189>255189</a> (PLA2G4F)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:283748>283748</a> (PLA2G4D)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5321>5321</a> (PLA2G4A)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:8605>8605</a> (PLA2G4C)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:8681>8681</a> (JMJD7-PLA2G4B),850,696,100137049;123745;255189;283748;5321;8605;8681
N-hsa04010-131,914,571,rectangle,15,5,0.62,MYC,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4609>4609</a> (MYC),914,571,4609
N-hsa04010-61,914,114,rectangle,15,5,0.62,ATF4,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:468>468</a> (ATF4),914,114,468
N-hsa04010-79,914,146,rectangle,15,5,0.62,HSPB1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:3315>3315</a> (HSPB1),914,146,3315
N-hsa04010-68,914,344,rectangle,15,5,0.62,ATF2,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:1386>1386</a> (ATF2),914,344,1386
N-hsa04010-67,914,322,rectangle,15,5,0.62,ELK1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2002>2002</a> (ELK1),914,322,2002
N-hsa04010-66,914,301,rectangle,15,5,0.62,TP53,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:7157>7157</a> (TP53),914,301,7157
N-hsa04010-65,914,245,rectangle,15,5,0.62,ELK4,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2005>2005</a> (ELK4),914,245,2005
N-hsa04010-64,914,223,rectangle,15,5,0.62,DDIT3,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:1649>1649</a> (DDIT3),914,223,1649
N-hsa04010-63,914,201,rectangle,15,5,0.62,MAX,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4149>4149</a> (MAX),914,201,4149
N-hsa04010-62,914,179,rectangle,15,5,0.62,MEF2C,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4208>4208</a> (MEF2C),914,179,4208
N-hsa04010-58,851,93,rectangle,15,5,0.62,CDC25B,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:994>994</a> (CDC25B),851,93,994
N-hsa04010-57,786,63,rectangle,15,5,0.62,NLK,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:51701>51701</a> (NLK),786,63,51701
N-hsa04010-86,494,262,rectangle,15,5,0.62,MAP4K2,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:5871>5871</a> (MAP4K2),494,262,5871
N-hsa04010-87,494,302,rectangle,15,5,0.62,STK3,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:6788>6788</a> (STK3)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:6789>6789</a> (STK4),494,302,6788;6789
N-hsa04010-88 92,427,136,rectangle,15,5,0.62,ECSIT TRAF6,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:51295>51295</a> (ECSIT)<br><br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:7189>7189</a> (TRAF6),427,136,51295;/;7189
N-hsa04010-118,914,423,rectangle,15,5,0.62,JUN,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:3725>3725</a> (JUN),914,423,3725
N-hsa04010-117,914,401,rectangle,15,5,0.62,JUND,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:3727>3727</a> (JUND),914,401,3727
N-hsa04010-120,914,469,rectangle,15,5,0.62,NFATC1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4772>4772</a> (NFATC1),914,469,4772
N-hsa04010-119,914,448,rectangle,15,5,0.62,NFATC3,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4775>4775</a> (NFATC3),914,448,4775
N-hsa04010-134,914,643,rectangle,15,5,0.62,ATF4*,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:468>468</a> (ATF4),914,643,468
N-hsa04010-14,850,741,rectangle,15,5,0.62,MAPT,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4137>4137</a> (MAPT),850,741,4137
N-hsa04010-54,914,0,rectangle,15,5,0.62,NR4A1,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:3164>3164</a> (),914,0,3164
N-hsa04010-78,580,115,rectangle,15,5,0.62,MAP3K4,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4216>4216</a> (MAP3K4),580,115,4216
N-hsa04010-107,580,363,rectangle,15,5,0.62,MAP3K2,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:10746>10746</a> (MAP3K2)<br><a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:4215>4215</a> (MAP3K3),580,363,10746;4215
N-hsa04010-129,1080,604,rectangle,15,5,0.62,FOS,cyan,<a target=_blank href=http://www.genome.jp/dbget-bin/www_bget?hsa:2353>2353</a> (FOS),1080,604,2353
N-hsa04010-15_func,1058.01498676242,784,rectangle,15,5,0.62,Transcription regulation,cyan,Transcription regulation,1058.01498676242,784,
N-hsa04010-13_func,994.014986762423,720,rectangle,15,5,0.62,Neurogenesis,cyan,Neurogenesis,994.014986762423,720,
N-hsa04010-12_func,994.014986762423,696,rectangle,15,5,0.62,Lipid degradation,cyan,Lipid degradation,994.014986762423,696,
N-hsa04010-131_func,1058.01498676242,571,rectangle,15,5,0.62,Transcription regulation,cyan,Transcription regulation,1058.01498676242,571,
N-hsa04010-61_func,1058.01498676242,114,rectangle,15,5,0.62,Transcription regulation,cyan,Transcription regulation,1058.01498676242,114,
N-hsa04010-79_func,1058.01498676242,146,rectangle,15,5,0.62,Stress response,cyan,Stress response,1058.01498676242,146,
N-hsa04010-68_func,1058.01498676242,344,rectangle,15,5,0.62,Transcription regulation,cyan,Transcription regulation,1058.01498676242,344,
N-hsa04010-67_func,1058.01498676242,322,rectangle,15,5,0.62,Transcription regulation,cyan,Transcription regulation,1058.01498676242,322,
N-hsa04010-66_func,1058.01498676242,301,rectangle,15,5,0.62,Transcription regulation,cyan,Transcription regulation,1058.01498676242,301,
N-hsa04010-65_func,1058.01498676242,245,rectangle,15,5,0.62,Transcription regulation,cyan,Transcription regulation,1058.01498676242,245,
N-hsa04010-64_func,1058.01498676242,223,rectangle,15,5,0.62,Transcription regulation,cyan,Transcription regulation,1058.01498676242,223,
N-hsa04010-63_func,1058.01498676242,201,rectangle,15,5,0.62,Transcription regulation,cyan,Transcription regulation,1058.01498676242,201,
N-hsa04010-62_func,1058.01498676242,179,rectangle,15,5,0.62,Transcription regulation,cyan,Transcription regulation,1058.01498676242,179,
N-hsa04010-58_func,995.014986762423,93,rectangle,15,5,0.62,Cell cycle,cyan,Cell cycle,995.014986762423,93,
N-hsa04010-57_func,930.014986762423,63,rectangle,15,5,0.62,Transcription regulation,cyan,Transcription regulation,930.014986762423,63,
N-hsa04010-86_func,638.014986762423,262,rectangle,15,5,0.62,Stress response,cyan,Stress response,638.014986762423,262,
N-hsa04010-87_func,632.750124915326,308.198531298325,rectangle,15,5,0.62,Apoptosis,cyan,Apoptosis,632.750124915326,308.198531298325,
N-hsa04010-88 92_func,571.008142511897,135.985175745922,rectangle,15,5,0.62,Innate immunity
Osteogenesis,cyan,Innate immunity<br>Osteogenesis,571.008142511897,135.985175745922,
N-hsa04010-118_func,1058.01498676242,423,rectangle,15,5,0.62,Transcription regulation,cyan,Transcription regulation,1058.01498676242,423,
N-hsa04010-117_func,1058.01498676242,401,rectangle,15,5,0.62,Transcription regulation,cyan,Transcription regulation,1058.01498676242,401,
N-hsa04010-120_func,1058.01498676242,469,rectangle,15,5,0.62,Transcription regulation,cyan,Transcription regulation,1058.01498676242,469,
N-hsa04010-119_func,1058.01498676242,448,rectangle,15,5,0.62,Transcription regulation,cyan,Transcription regulation,1058.01498676242,448,
N-hsa04010-134_func,1058.01498676242,643,rectangle,15,5,0.62,Transcription regulation,cyan,Transcription regulation,1058.01498676242,643,
